Year,Month,Day,Hour,DrawkW,HolidayPresent,prcp,snow,snwd,tmax,tmin,tobs,wesd,wt01,wt03,wt04,wt05,wt06,Timestamp,chmax,chmin
2021,9,29,18,4953000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 18:00,-65,-65
2021,9,29,17,4741000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 17:00,-65,-65
2021,9,29,16,4413000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 16:00,-65,-65
2021,9,29,15,4108000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 15:00,-65,-65
2021,9,29,14,3909000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 14:00,-65,-65
2021,9,29,13,3624000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 13:00,-65,-65
2021,9,29,12,3588000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 12:00,-65,-65
2021,9,29,11,3419000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 11:00,-65,-65
2021,9,29,10,3137000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:00,-65,-65
2021,9,29,9,3042000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 9:00,-65,-65
2021,9,29,8,3050000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 8:00,-65,-65
2021,9,29,7,3180000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 7:00,-65,-65
2021,9,29,6,3337000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 6:00,-65,-65
2021,9,29,5,3754000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 5:00,-65,-65
2021,9,29,4,4053000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 4:00,-65,-65
2021,9,29,3,4412000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 3:00,-65,-65
2021,9,29,2,4722000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 2:00,-65,-65
2021,9,29,1,5073000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 1:00,-65,-65
2021,9,29,0,5150000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 0:00,-65,-65
2021,9,28,23,5349000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 23:00,-65,-65
2021,9,28,22,5480000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 22:00,-65,-65
2021,9,28,21,5487000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 21:00,-65,-65
2021,9,28,20,5382000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 20:00,-65,-65
2021,9,28,19,5253000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 19:00,-65,-65
2021,9,28,18,5017000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 18:00,-65,-65
2021,9,28,17,4765000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 17:00,-65,-65
2021,9,28,16,4475000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 16:00,-65,-65
2021,9,28,15,4207000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 15:00,-65,-65
2021,9,28,14,4e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 14:00,-65,-65
2021,9,28,13,3951000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 13:00,-65,-65
2021,9,28,12,3863000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 12:00,-65,-65
2021,9,28,11,3648000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 11:00,-65,-65
2021,9,28,10,3303000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 10:00,-65,-65
2021,9,28,9,3213000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 9:00,-65,-65
2021,9,28,8,3254000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 8:00,-65,-65
2021,9,28,7,3225000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 7:00,-65,-65
2021,9,28,6,3347000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 6:00,-65,-65
2021,9,28,5,3507000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 5:00,-65,-65
2021,9,28,4,3779000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 4:00,-65,-65
2021,9,28,3,4072000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 3:00,-65,-65
2021,9,28,2,4380000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 2:00,-65,-65
2021,9,28,1,4642000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 1:00,-65,-65
2021,9,28,0,4691000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/28/2021 0:00,-65,-65
2021,9,27,23,4794000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 23:00,-65,-65
2021,9,27,22,4876000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 22:00,-65,-65
2021,9,27,21,4910000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 21:00,-65,-65
2021,9,27,20,4774000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 20:00,-65,-65
2021,9,27,19,4658000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 19:00,-65,-65
2021,9,27,18,4372000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 18:00,-65,-65
2021,9,27,17,4284000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 17:00,-65,-65
2021,9,27,16,4080000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 16:00,-65,-65
2021,9,27,15,3874000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 15:00,-65,-65
2021,9,27,14,3775000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 14:00,-65,-65
2021,9,27,13,3718000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 13:00,-65,-65
2021,9,27,12,3644000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 12:00,-65,-65
2021,9,27,11,3377000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 11:00,-65,-65
2021,9,27,10,3099000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 10:00,-65,-65
2021,9,27,9,2921000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 9:00,-65,-65
2021,9,27,8,2879000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 8:00,-65,-65
2021,9,27,7,2800000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 7:00,-65,-65
2021,9,27,6,2887000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 6:00,-65,-65
2021,9,27,5,3020000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 5:00,-65,-65
2021,9,27,4,3254000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 4:00,-65,-65
2021,9,27,3,3468000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 3:00,-65,-65
2021,9,27,2,3699000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 2:00,-65,-65
2021,9,27,1,3883000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 1:00,-65,-65
2021,9,27,0,3736000,0,0,0,0,0,0,69,0,0,0,0,0,0,9/27/2021 0:00,-65,-65
2021,9,26,23,3836000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 23:00,-65,-65
2021,9,26,22,3904000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 22:00,-65,-65
2021,9,26,21,3836000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 21:00,-65,-65
2021,9,26,20,3731000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 20:00,-65,-65
2021,9,26,19,3621000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 19:00,-65,-65
2021,9,26,18,3490000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 18:00,-65,-65
2021,9,26,17,3398000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 17:00,-65,-65
2021,9,26,16,3317000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 16:00,-65,-65
2021,9,26,15,3255000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 15:00,-65,-65
2021,9,26,14,3103000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 14:00,-65,-65
2021,9,26,13,2941000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 13:00,-65,-65
2021,9,26,12,2851000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 12:00,-65,-65
2021,9,26,11,2803000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 11:00,-65,-65
2021,9,26,10,2721000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 10:00,-65,-65
2021,9,26,9,2728000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 9:00,-65,-65
2021,9,26,8,2735000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 8:00,-65,-65
2021,9,26,7,2761000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 7:00,-65,-65
2021,9,26,6,2799000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 6:00,-65,-65
2021,9,26,5,2878000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 5:00,-65,-65
2021,9,26,4,3061000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 4:00,-65,-65
2021,9,26,3,3228000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 3:00,-65,-65
2021,9,26,2,3415000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 2:00,-65,-65
2021,9,26,1,3488000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 1:00,-65,-65
2021,9,26,0,3579000,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/2021 0:00,-65,-65
2021,9,25,23,3633000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 23:00,8,-3
2021,9,25,22,3614000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 22:00,8,-3
2021,9,25,21,3608000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 21:00,8,-3
2021,9,25,20,3563000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 20:00,8,-3
2021,9,25,19,3469000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 19:00,8,-3
2021,9,25,18,3418000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 18:00,8,-3
2021,9,25,17,3401000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 17:00,8,-3
2021,9,25,16,3421000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 16:00,8,-3
2021,9,25,15,3432000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 15:00,8,-3
2021,9,25,14,3338000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 14:00,8,-3
2021,9,25,13,3221000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 13:00,8,-3
2021,9,25,12,3063000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 12:00,8,-3
2021,9,25,11,2957000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 11:00,8,-3
2021,9,25,10,2820000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 10:00,8,-3
2021,9,25,9,2825000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 9:00,8,-3
2021,9,25,8,2875000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 8:00,8,-3
2021,9,25,7,2918000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 7:00,8,-3
2021,9,25,6,3065000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 6:00,8,-3
2021,9,25,5,3184000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 5:00,8,-3
2021,9,25,4,3345000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 4:00,8,-3
2021,9,25,3,3528000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 3:00,8,-3
2021,9,25,2,3756000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 2:00,8,-3
2021,9,25,1,3768000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 1:00,8,-3
2021,9,25,0,3863000,0,0.06,0,0,73,62,62,0,0,0,0,0,0,9/25/2021 0:00,8,-3
2021,9,24,23,4011000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 23:00,10,-4
2021,9,24,22,4092000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 22:00,10,-4
2021,9,24,21,4085000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 21:00,10,-4
2021,9,24,20,4091000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 20:00,10,-4
2021,9,24,19,3995000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 19:00,10,-4
2021,9,24,18,3910000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 18:00,10,-4
2021,9,24,17,3897000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 17:00,10,-4
2021,9,24,16,3910000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 16:00,10,-4
2021,9,24,15,3805000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 15:00,10,-4
2021,9,24,14,3773000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 14:00,10,-4
2021,9,24,13,3697000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 13:00,10,-4
2021,9,24,12,3629000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 12:00,10,-4
2021,9,24,11,3365000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 11:00,10,-4
2021,9,24,10,3045000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 10:00,10,-4
2021,9,24,9,2909000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 9:00,10,-4
2021,9,24,8,2941000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 8:00,10,-4
2021,9,24,7,2992000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 7:00,10,-4
2021,9,24,6,3054000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 6:00,10,-4
2021,9,24,5,3220000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 5:00,10,-4
2021,9,24,4,3325000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 4:00,10,-4
2021,9,24,3,3528000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 3:00,10,-4
2021,9,24,2,3800000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 2:00,10,-4
2021,9,24,1,3880000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 1:00,10,-4
2021,9,24,0,3821000,0,0,0,0,75,61,63,0,0,0,0,0,0,9/24/2021 0:00,10,-4
2021,9,23,23,3890000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 23:00,4,-16
2021,9,23,22,3940000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 22:00,4,-16
2021,9,23,21,3909000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 21:00,4,-16
2021,9,23,20,3939000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 20:00,4,-16
2021,9,23,19,3896000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 19:00,4,-16
2021,9,23,18,3810000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 18:00,4,-16
2021,9,23,17,3772000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 17:00,4,-16
2021,9,23,16,3779000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 16:00,4,-16
2021,9,23,15,3788000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 15:00,4,-16
2021,9,23,14,3693000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 14:00,4,-16
2021,9,23,13,3578000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 13:00,4,-16
2021,9,23,12,3581000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 12:00,4,-16
2021,9,23,11,3375000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 11:00,4,-16
2021,9,23,10,3078000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 10:00,4,-16
2021,9,23,9,2989000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 9:00,4,-16
2021,9,23,8,2989000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 8:00,4,-16
2021,9,23,7,3050000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 7:00,4,-16
2021,9,23,6,3125000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 6:00,4,-16
2021,9,23,5,3097000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 5:00,4,-16
2021,9,23,4,3309000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 4:00,4,-16
2021,9,23,3,3542000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 3:00,4,-16
2021,9,23,2,3776000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 2:00,4,-16
2021,9,23,1,3867000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 1:00,4,-16
2021,9,23,0,3917000,0,0,0,0,69,49,53,0,0,0,0,0,0,9/23/2021 0:00,4,-16
2021,9,22,23,3891000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 23:00,6,-12
2021,9,22,22,3938000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 22:00,6,-12
2021,9,22,21,3975000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 21:00,6,-12
2021,9,22,20,3961000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 20:00,6,-12
2021,9,22,19,4016000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 19:00,6,-12
2021,9,22,18,4078000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 18:00,6,-12
2021,9,22,17,4121000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 17:00,6,-12
2021,9,22,16,4115000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 16:00,6,-12
2021,9,22,15,4031000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 15:00,6,-12
2021,9,22,14,3977000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 14:00,6,-12
2021,9,22,13,3842000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 13:00,6,-12
2021,9,22,12,3823000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 12:00,6,-12
2021,9,22,11,3624000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 11:00,6,-12
2021,9,22,10,3431000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 10:00,6,-12
2021,9,22,9,3318000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 9:00,6,-12
2021,9,22,8,3418000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 8:00,6,-12
2021,9,22,7,3478000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 7:00,6,-12
2021,9,22,6,3639000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 6:00,6,-12
2021,9,22,5,3804000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 5:00,6,-12
2021,9,22,4,4057000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 4:00,6,-12
2021,9,22,3,4378000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 3:00,6,-12
2021,9,22,2,4627000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 2:00,6,-12
2021,9,22,1,4787000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 1:00,6,-12
2021,9,22,0,4808000,0,2.37,0,0,71,53,54,0,0,0,0,0,0,9/22/2021 0:00,6,-12
2021,9,21,23,4854000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 23:00,12,2
2021,9,21,22,4865000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 22:00,12,2
2021,9,21,21,4845000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 21:00,12,2
2021,9,21,20,4786000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 20:00,12,2
2021,9,21,19,4725000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 19:00,12,2
2021,9,21,18,4642000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 18:00,12,2
2021,9,21,17,4592000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 17:00,12,2
2021,9,21,16,4509000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 16:00,12,2
2021,9,21,15,4470000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 15:00,12,2
2021,9,21,14,4261000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 14:00,12,2
2021,9,21,13,4227000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 13:00,12,2
2021,9,21,12,4021000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 12:00,12,2
2021,9,21,11,3795000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 11:00,12,2
2021,9,21,10,3485000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 10:00,12,2
2021,9,21,9,3386000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 9:00,12,2
2021,9,21,8,3342000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 8:00,12,2
2021,9,21,7,3455000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 7:00,12,2
2021,9,21,6,3563000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 6:00,12,2
2021,9,21,5,3725000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 5:00,12,2
2021,9,21,4,3935000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 4:00,12,2
2021,9,21,3,4284000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 3:00,12,2
2021,9,21,2,4486000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 2:00,12,2
2021,9,21,1,4623000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 1:00,12,2
2021,9,21,0,4687000,0,0.15,0,0,77,67,70,0,0,0,0,0,0,9/21/2021 0:00,12,2
2021,9,20,23,4721000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 23:00,8,4
2021,9,20,22,4784000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 22:00,8,4
2021,9,20,21,4750000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 21:00,8,4
2021,9,20,20,4832000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 20:00,8,4
2021,9,20,19,4844000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 19:00,8,4
2021,9,20,18,4778000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 18:00,8,4
2021,9,20,17,4681000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 17:00,8,4
2021,9,20,16,4532000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 16:00,8,4
2021,9,20,15,4522000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 15:00,8,4
2021,9,20,14,4447000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 14:00,8,4
2021,9,20,13,4222000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 13:00,8,4
2021,9,20,12,4131000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 12:00,8,4
2021,9,20,11,3850000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 11:00,8,4
2021,9,20,10,3553000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 10:00,8,4
2021,9,20,9,3441000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 9:00,8,4
2021,9,20,8,3428000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 8:00,8,4
2021,9,20,7,3403000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 7:00,8,4
2021,9,20,6,3566000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 6:00,8,4
2021,9,20,5,3683000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 5:00,8,4
2021,9,20,4,3893000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 4:00,8,4
2021,9,20,3,4137000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 3:00,8,4
2021,9,20,2,4384000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 2:00,8,4
2021,9,20,1,4608000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 1:00,8,4
2021,9,20,0,4597000,0,1.75,0,0,73,69,69,0,0,0,0,0,0,9/20/2021 0:00,8,4
2021,9,19,23,4672000,0,0.13,0,0,81,68,71,0,0,0,0,0,0,9/19/2021 23:00,16,3
2021,9,19,22,4771000,0,0.13,0,0,81,68,71,0,0,0,0,0,0,9/19/2021 22:00,16,3
2021,9,19,21,4886000,0,0.13,0,0,81,68,71,0,0,0,0,0,0,9/19/2021 21:00,16,3
2021,9,19,20,5051000,0,0.13,0,0,81,68,71,0,0,0,0,0,0,9/19/2021 20:00,16,3
2021,9,19,19,5081000,0,0.13,0,0,81,68,71,0,0,0,0,0,0,9/19/2021 19:00,16,3
2021,9,19,18,5092000,0,0.13,0,0,81,68,71,0,0,0,0,0,0,9/19/2021 18:00,16,3
2021,9,19,17,4843000,0,0.13,0,0,81,68,71,0,0,0,0,0,0,9/19/2021 17:00,16,3
2021,9,19,16,4492000,0,0.13,0,0,81,68,71,0,0,0,0,0,0,9/19/2021 16:00,16,3
2021,9,19,15,4219000,0,0.13,0,0,81,68,71,0,0,0,0,0,0,9/19/2021 15:00,16,3
2021,9,19,14,3864000,0,0.13,0,0,81,68,71,0,0,0,0,0,0,9/19/2021 14:00,16,3
2021,9,19,13,3549000,0,0.13,0,0,81,68,71,0,0,0,0,0,0,9/19/2021 13:00,16,3
2021,9,19,12,3375000,0,0.13,0,0,81,68,71,0,0,0,0,0,0,9/19/2021 12:00,16,3
2021,9,19,11,3306000,0,0.13,0,0,81,68,71,0,0,0,0,0,0,9/19/2021 11:00,16,3
